open_date,direction,displacement_category,entry_time,pivot_time,flem_time,current_time,label,retrace,pivot_price,flem_price,pivot_flem_dist,time_since_pivot_sec,body_last,body_sum,body_mean,in_dir_ratio,max_in_dir_run,bars_since_pivot,score,pred_top2
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:08:30-05:00,0,7.169811320754717,21066.75,21093.25,26.5,16350.0,6.5,48.25,2.6805555555555554,0.4444444444444444,3,18,3.9254000915355434e-08,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:09:00-05:00,0,7.018867924528302,21066.75,21093.25,26.5,16380.0,3.5,51.75,2.723684210526316,0.4210526315789473,3,19,5.705647654547344e-08,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:09:30-05:00,0,7.1415094339622645,21066.75,21093.25,26.5,16410.0,2.75,54.5,2.725,0.45,3,20,8.138911869284978e-08,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:10:00-05:00,0,7.349056603773585,21066.75,21093.25,26.5,16440.0,5.5,60.0,2.857142857142857,0.4761904761904761,3,21,1.1188839303316596e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:10:30-05:00,0,7.235849056603773,21066.75,21093.25,26.5,16470.0,2.5,62.5,2.840909090909091,0.4545454545454545,3,22,1.6022674599572675e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:11:00-05:00,0,7.066037735849057,21066.75,21093.25,26.5,16500.0,4.5,67.0,2.9130434782608696,0.4347826086956521,3,23,2.1239878257698373e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:11:30-05:00,0,7.1415094339622645,21066.75,21093.25,26.5,16530.0,2.5,69.5,2.8958333333333335,0.4583333333333333,3,24,3.0789151612899775e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:12:00-05:00,0,7.1415094339622645,21066.75,21093.25,26.5,16560.0,0.25,69.75,2.79,0.44,3,25,4.254307247555523e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:12:30-05:00,0,7.19811320754717,21066.75,21093.25,26.5,16590.0,2.0,71.75,2.7596153846153846,0.4615384615384615,3,26,5.686511895999447e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:13:00-05:00,0,7.30188679245283,21066.75,21093.25,26.5,16620.0,2.75,74.5,2.759259259259259,0.4814814814814814,3,27,7.813793039637283e-07,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:13:30-05:00,0,7.226415094339623,21066.75,21093.25,26.5,16650.0,2.25,76.75,2.7410714285714284,0.4642857142857143,3,28,1.0668265063105296e-06,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:14:00-05:00,0,7.283018867924528,21066.75,21093.25,26.5,16680.0,1.75,78.5,2.706896551724138,0.4827586206896552,3,29,1.488460964152721e-06,0
2025-01-03,long,medium,2025-01-03 09:38:00-05:00,2025-01-03 04:36:00-05:00,2025-01-03 04:33:00-05:00,2025-01-03 09:14:30-05:00,0,7.254716981132075,21066.75,21093.25,26.5,16710.0,0.25,78.75,2.625,0.4666666666666667,3,30,2.042831403089538e-06,0
