day,direction,entry_time,entry_price,exit_time,exit_price,pnl,contracts,risk_dollars,outcome,exit_reason,pivot,flem,flem_saved_time,reentry_time,pivot_time,risk,target,stop_time,stop_price,retrace_at_entry,strong_count_recent3,very_strong,pwin_score,pnl_dollars
2026-03-05,short,2026-03-05 11:15:00-05:00,24986.0,2026-03-05 11:18:30-05:00,24951.2,69.59999999999854,2,116.0,win,target_scale1,25015.0,24956.5,2026-03-05 11:14:00-05:00,2026-03-05 11:14:00-05:00,2026-03-05 11:14:00-05:00,29.0,24951.2,,,0.49572649572649574,0,False,0.6485256552696228,139.1999999999971
2026-03-05,short,2026-03-05 11:15:00-05:00,24986.0,2026-03-05 11:32:00-05:00,25016.5,-61.0,2,116.0,loss,stop,25015.0,24956.5,2026-03-05 11:14:00-05:00,2026-03-05 11:14:00-05:00,2026-03-05 11:14:00-05:00,29.0,24928.0,2026-03-05 11:32:00-05:00,25015.0,0.49572649572649574,0,False,0.6485256552696228,-122.0
2026-03-05,short,2026-03-05 11:35:00-05:00,25002.75,2026-03-05 11:46:00-05:00,25042.0,-314.0,8,480.0,loss,stop,25032.75,24956.5,2026-03-05 11:33:00-05:00,2026-03-05 11:33:00-05:00,2026-03-05 11:34:00-05:00,30.0,24966.75,2026-03-05 11:46:00-05:00,25032.75,0.39344262295081966,0,False,0.6718793511390686,-628.0
2026-03-05,short,2026-03-05 11:52:00-05:00,25010.0,2026-03-05 12:00:00-05:00,25036.5,-132.5,5,442.5,forced_close,forced_close,25054.25,24956.5,2026-03-05 11:48:00-05:00,2026-03-05 11:48:00-05:00,2026-03-05 11:48:00-05:00,44.25,24956.9,,,0.45268542199488493,1,False,0.5844428896903991,-265.0
2026-03-06,long,2026-03-06 10:07:00-05:00,24760.5,2026-03-06 10:10:00-05:00,24676.0,-422.5,5,420.0,loss,stop,24718.5,24777.75,2026-03-06 10:06:00-05:00,2026-03-06 10:06:00-05:00,2026-03-06 10:06:00-05:00,42.0,24810.9,2026-03-06 10:10:00-05:00,24718.5,0.7088607594936709,0,False,0.7036039113998414,-845.0
2026-03-09,short,2026-03-09 09:50:00-04:00,24361.5,2026-03-09 10:04:00-04:00,24440.25,-315.0,4,468.0,loss,stop,24420.0,24343.5,2026-03-09 09:47:00-04:00,2026-03-09 09:47:00-04:00,2026-03-09 09:47:00-04:00,58.5,24291.3,2026-03-09 10:04:00-04:00,24420.0,0.7647058823529411,1,False,0.5844428896903991,-630.0
2026-03-09,short,2026-03-09 10:20:00-04:00,24393.5,2026-03-09 10:37:00-04:00,24478.75,-255.75,3,495.0,loss,stop,24476.0,24343.5,2026-03-09 10:05:00-04:00,2026-03-09 10:05:00-04:00,2026-03-09 10:06:00-04:00,82.5,24294.5,2026-03-09 10:37:00-04:00,24476.0,0.6226415094339622,0,False,0.5844428896903991,-511.5
2026-03-10,short,2026-03-10 09:48:00-04:00,24999.25,2026-03-10 10:01:00-04:00,24930.25,69.0,1,115.0,win,target_scale1,25056.75,24959.5,2026-03-10 09:45:00-04:00,2026-03-10 09:45:00-04:00,2026-03-10 09:48:00-04:00,57.5,24930.25,,,0.5912596401028277,1,False,0.657209849357605,138.0
2026-03-10,short,2026-03-10 09:48:00-04:00,24999.25,2026-03-10 10:37:00-04:00,25064.5,-65.25,1,115.0,loss,stop,25056.75,24959.5,2026-03-10 09:45:00-04:00,2026-03-10 09:45:00-04:00,2026-03-10 09:48:00-04:00,57.5,24884.25,2026-03-10 10:37:00-04:00,25056.75,0.5912596401028277,1,False,0.657209849357605,-130.5
2026-03-11,long,2026-03-11 09:40:00-04:00,25102.5,2026-03-11 09:45:00-04:00,25070.25,-419.25,13,494.0,loss,stop,25083.5,25109.25,2026-03-11 09:39:00-04:00,2026-03-11 09:39:00-04:00,2026-03-11 09:39:00-04:00,19.0,25125.3,2026-03-11 09:45:00-04:00,25083.5,0.7378640776699029,0,False,0.6022205114364624,-838.5
2026-03-11,short,2026-03-11 09:56:00-04:00,25038.75,2026-03-11 09:59:00-04:00,25099.75,-366.0,6,459.0,loss,direction_flip,25077.0,25014.75,2026-03-11 09:53:00-04:00,2026-03-11 09:53:00-04:00,2026-03-11 09:54:00-04:00,38.25,24992.85,2026-03-11 09:59:00-04:00,25077.0,0.6144578313253012,0,False,0.5701571762561798,-732.0
2026-03-11,short,2026-03-11 11:12:00-04:00,25022.0,2026-03-11 11:30:00-04:00,24940.4,244.79999999999563,3,408.0,win,target,25090.0,24958.5,2026-03-11 10:44:00-04:00,2026-03-11 10:44:00-04:00,2026-03-11 11:02:00-04:00,68.0,24940.4,,,0.5171102661596958,0,False,0.5844428896903991,489.59999999999127
2026-03-12,long,2026-03-12 09:39:00-04:00,24813.75,2026-03-12 09:39:30-04:00,24834.15,61.200000000004366,3,102.0,win,target_scale1,24796.75,24830.25,2026-03-12 09:37:00-04:00,2026-03-12 09:37:00-04:00,2026-03-12 09:37:00-04:00,17.0,24834.15,,,0.5074626865671642,0,False,0.6022205114364624,122.40000000000873
2026-03-12,long,2026-03-12 09:39:00-04:00,24813.75,2026-03-12 09:42:00-04:00,24790.75,-69.0,3,102.0,loss,stop,24796.75,24830.25,2026-03-12 09:37:00-04:00,2026-03-12 09:37:00-04:00,2026-03-12 09:37:00-04:00,17.0,24856.25,2026-03-12 09:42:00-04:00,24796.75,0.5074626865671642,0,False,0.6022205114364624,-138.0
2026-03-16,long,2026-03-16 10:57:00-04:00,24671.25,2026-03-16 11:00:00-04:00,24686.55,61.19999999999709,4,102.0,win,target_scale1,24658.5,24679.5,2026-03-16 10:56:00-04:00,2026-03-16 10:56:00-04:00,2026-03-16 10:56:00-04:00,12.75,24686.55,,,0.6071428571428571,0,False,0.5693222224712372,122.39999999999418
2026-03-16,long,2026-03-16 10:57:00-04:00,24671.25,2026-03-16 11:08:00-04:00,24656.0,-61.0,4,102.0,loss,stop,24658.5,24679.5,2026-03-16 10:56:00-04:00,2026-03-16 10:56:00-04:00,2026-03-16 10:56:00-04:00,12.75,24703.125,2026-03-16 11:08:00-04:00,24658.5,0.6071428571428571,0,False,0.5693222224712372,-122.0
2026-03-16,long,2026-03-16 11:13:00-04:00,24671.25,2026-03-16 11:14:00-04:00,24690.15,56.700000000004366,3,94.5,win,target_scale1,24655.5,24683.0,2026-03-16 11:11:00-04:00,2026-03-16 11:11:00-04:00,2026-03-16 11:12:00-04:00,15.75,24690.15,,,0.5727272727272728,0,False,0.5411969363689423,113.40000000000873
2026-03-16,long,2026-03-16 11:13:00-04:00,24671.25,2026-03-16 11:21:00-04:00,24710.625,118.125,3,94.5,win,target_scale2,24655.5,24683.0,2026-03-16 11:11:00-04:00,2026-03-16 11:11:00-04:00,2026-03-16 11:12:00-04:00,15.75,24710.625,,,0.5727272727272728,0,False,0.5411969363689423,236.25
2026-03-16,long,2026-03-16 11:13:00-04:00,24671.25,2026-03-16 11:24:30-04:00,24734.25,189.0,3,94.5,win,target_scale3,24655.5,24683.0,2026-03-16 11:11:00-04:00,2026-03-16 11:11:00-04:00,2026-03-16 11:12:00-04:00,15.75,24734.25,,,0.5727272727272728,0,False,0.5411969363689423,378.0
2026-03-16,long,2026-03-16 11:13:00-04:00,24671.25,2026-03-16 12:00:00-04:00,24675.5,25.5,6,189.0,forced_close,forced_close,24655.5,24683.0,2026-03-16 11:11:00-04:00,2026-03-16 11:11:00-04:00,2026-03-16 11:12:00-04:00,15.75,24773.625,,,0.5727272727272728,0,False,0.5411969363689423,51.0
2026-03-17,long,2026-03-17 10:20:00-04:00,24837.25,2026-03-17 11:36:00-04:00,24762.5,-299.0,4,470.0,loss,stop,24778.5,24896.75,2026-03-17 10:18:00-04:00,2026-03-17 10:18:00-04:00,2026-03-17 10:18:00-04:00,58.75,24907.75,2026-03-17 11:36:00-04:00,24778.5,0.49682875264270615,2,False,0.5740081071853638,-598.0
2026-03-17,short,2026-03-17 11:39:00-04:00,24741.0,2026-03-17 11:40:00-04:00,24756.5,-279.0,18,486.0,loss,stop,24754.5,24727.0,2026-03-17 11:38:00-04:00,2026-03-17 11:38:00-04:00,2026-03-17 11:39:00-04:00,13.5,24724.8,2026-03-17 11:40:00-04:00,24754.5,0.4909090909090909,0,False,0.5767505824565887,-558.0
2026-03-17,short,2026-03-17 11:43:00-04:00,24753.0,2026-03-17 11:45:00-04:00,24777.25,-388.0,16,480.0,loss,stop,24768.0,24727.0,2026-03-17 11:41:00-04:00,2026-03-17 11:41:00-04:00,2026-03-17 11:42:00-04:00,15.0,24735.0,2026-03-17 11:45:00-04:00,24768.0,0.36585365853658536,0,False,0.5701571762561798,-776.0
2026-03-17,long,2026-03-17 11:56:00-04:00,24788.25,2026-03-17 12:00:00-04:00,24773.25,-210.0,14,476.0,forced_close,forced_close,24771.25,24794.25,2026-03-17 11:55:00-04:00,2026-03-17 11:55:00-04:00,2026-03-17 11:56:00-04:00,17.0,24808.65,,,0.7391304347826086,0,False,0.6481791496276855,-420.0
2026-03-18,long,2026-03-18 09:46:00-04:00,24739.5,2026-03-18 09:47:00-04:00,24776.1,73.19999999999709,2,122.0,win,target_scale1,24709.0,24771.25,2026-03-18 09:44:00-04:00,2026-03-18 09:44:00-04:00,2026-03-18 09:45:00-04:00,30.5,24776.1,,,0.4899598393574297,0,False,0.5844428896903991,146.39999999999418
2026-03-18,long,2026-03-18 09:46:00-04:00,24739.5,2026-03-18 10:03:00-04:00,24706.0,-67.0,2,122.0,loss,stop,24709.0,24771.25,2026-03-18 09:44:00-04:00,2026-03-18 09:44:00-04:00,2026-03-18 09:45:00-04:00,30.5,24800.5,2026-03-18 10:03:00-04:00,24709.0,0.4899598393574297,0,False,0.5844428896903991,-134.0
2026-03-18,short,2026-03-18 10:18:00-04:00,24687.5,2026-03-18 10:26:00-04:00,24664.4,69.29999999999563,3,115.5,win,target_scale1,24706.75,24671.25,2026-03-18 10:17:00-04:00,2026-03-18 10:17:00-04:00,2026-03-18 10:17:00-04:00,19.25,24664.4,,,0.5422535211267606,0,False,0.6038805723190308,138.59999999999127
2026-03-18,short,2026-03-18 10:18:00-04:00,24687.5,2026-03-18 10:26:00-04:00,24649.0,154.0,4,154.0,win,target_scale2,24706.75,24671.25,2026-03-18 10:17:00-04:00,2026-03-18 10:17:00-04:00,2026-03-18 10:17:00-04:00,19.25,24649.0,,,0.5422535211267606,0,False,0.6038805723190308,308.0
2026-03-18,short,2026-03-18 10:18:00-04:00,24687.5,2026-03-18 10:26:30-04:00,24629.75,288.75,5,192.5,win,target,24706.75,24671.25,2026-03-18 10:17:00-04:00,2026-03-18 10:17:00-04:00,2026-03-18 10:17:00-04:00,19.25,24629.75,,,0.5422535211267606,0,False,0.6038805723190308,577.5
2026-03-18,short,2026-03-18 11:20:00-04:00,24660.75,2026-03-18 12:00:00-04:00,24680.25,-78.0,4,432.0,forced_close,forced_close,24714.75,24594.75,2026-03-18 11:07:00-04:00,2026-03-18 11:07:00-04:00,2026-03-18 11:09:00-04:00,54.0,24595.95,,,0.45,1,False,0.5206747710704803,-156.0
2026-03-19,long,2026-03-19 09:44:00-04:00,24226.75,2026-03-19 09:47:00-04:00,24184.25,-425.0,10,485.0,loss,stop,24202.5,24235.75,2026-03-19 09:43:00-04:00,2026-03-19 09:43:00-04:00,2026-03-19 09:43:00-04:00,24.25,24255.85,2026-03-19 09:47:00-04:00,24202.5,0.7293233082706767,0,False,0.5813413918018341,-850.0
2026-03-19,long,2026-03-19 10:32:00-04:00,24259.75,2026-03-19 11:06:00-04:00,24336.85,231.29999999999563,3,385.5,win,target,24195.5,24333.0,2026-03-19 10:28:00-04:00,2026-03-19 10:28:00-04:00,2026-03-19 10:30:00-04:00,64.25,24336.85,,,0.4672727272727273,1,True,0.5597223937511444,462.59999999999127
